rowIndex,satID,satCode,time_sec,lat_deg,lon_deg,alt_km,is_vel_north,commSats_codes,nCommSats,satID_synt,satCode_synt,satCode_synt_comm,A_bits_total,nPackagesA,B_bits_total,nPackagesB,A_and_B_bits
16856,63,503,636,23.698076,30.013901,491.4478,False,"502,504",2,75.0,515.0,114,0,0,9728,8,9728
21570,64,504,636,11.496885,51.787803,489.2437,False,"102,503,505",3,75.0,515.0,,0,0,1216,1,1216
23525,65,505,636,-2.182131,71.680635,488.5516,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1087,1,101,637,35.120754,47.948226,494.5173,True,"102,115,213,214",4,,,,0,0,9728,8,9728
2987,2,102,637,32.31097,76.646983,493.6968,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4072,3,103,637,23.669404,102.071722,491.4411,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5103,15,115,637,31.130099,19.642132,493.3628,True,"101,213",2,,,114,0,0,0,0,0
6276,27,212,637,-4.692508,25.879424,488.6464,True,213,1,,,211,0,0,0,0,0
8311,28,213,637,9.063368,45.668672,488.9741,True,"101,115,212,214",4,,,,0,0,0,0,0
11669,29,214,637,21.675443,66.940823,490.9931,True,"101,213,215",3,,,,0,0,0,0,0
13861,30,215,637,31.130099,91.642132,493.3628,True,214,1,,,313,0,0,0,0,0
14738,62,502,637,32.31097,4.646983,493.6968,False,503,1,75.0,515.0,114,0,0,0,0,0
16864,63,503,637,23.669404,30.071722,491.4411,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21571,64,504,637,11.461735,51.837841,489.2394,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23526,65,505,637,-2.218805,71.728625,488.5525,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1095,1,101,638,35.122405,48.021617,494.5178,True,"102,115,213,214",4,,,,0,0,2432,2,2432
2988,2,102,638,32.294866,76.715481,493.6922,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4073,3,103,638,23.640708,102.129517,491.4344,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5104,15,115,638,31.148894,19.708844,493.368,True,"101,213",2,,,114,0,0,8512,7,8512
6277,27,212,638,-4.65603,25.927683,488.6445,True,213,1,,,211,0,0,0,0,0
8312,28,213,638,9.099127,45.717901,488.9776,True,"101,115,212,214",4,,,,0,0,7296,6,7296
11670,29,214,638,21.705697,66.996884,490.9996,True,"101,213,215",3,,,,0,0,8512,7,8512
13862,30,215,638,31.148894,91.708844,493.368,True,214,1,,,313,0,0,0,0,0
14739,62,502,638,32.294866,4.715481,493.6922,False,503,1,75.0,515.0,114,0,0,0,0,0
16865,63,503,638,23.640708,30.129517,491.4344,False,"502,504",2,75.0,515.0,114,0,0,14592,12,14592
21572,64,504,638,11.426574,51.887865,489.2351,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23527,65,505,638,-2.255477,71.776618,488.5534,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1097,1,101,639,35.124007,48.095011,494.5183,True,"102,115,213,214",4,,,,0,0,0,0,0
2989,2,102,639,32.27872,76.783954,493.6876,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4074,3,103,639,23.611987,102.187285,491.4278,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5111,15,115,639,31.16765,19.775583,493.3733,True,"101,213",2,,,114,0,0,7296,6,7296
6278,27,212,639,-4.619548,25.975936,488.6427,True,213,1,,,211,0,0,0,0,0
8318,28,213,639,9.134878,45.767142,488.9811,True,"101,115,212,214",4,,,,0,0,19456,16,19456
11677,29,214,639,21.735929,67.052971,491.0062,True,"101,213,215",3,,,,0,0,3648,3,3648
13863,30,215,639,31.16765,91.775583,493.3733,True,214,1,,,313,0,0,0,0,0
14740,62,502,639,32.27872,4.783954,493.6876,False,503,1,75.0,515.0,114,0,0,0,0,0
16877,63,503,639,23.611987,30.187285,491.4278,False,"502,504",2,75.0,515.0,114,0,0,7296,6,7296
21573,64,504,639,11.391404,51.937877,489.2308,False,"102,503,505",3,75.0,515.0,,0,0,8512,7,8512
23528,65,505,639,-2.292147,71.824613,488.5543,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1098,1,101,640,35.125558,48.168408,494.5188,True,"102,115,213,214",4,,,,0,0,7296,6,7296
2990,2,102,640,32.262532,76.852401,493.683,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4075,3,103,640,23.583241,102.245026,491.4211,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5117,15,115,640,31.186367,19.842351,493.3785,True,"101,213",2,,,114,0,0,0,0,0
6279,27,212,640,-4.583063,26.024183,488.6408,True,213,1,,,211,0,0,0,0,0
8334,28,213,640,9.170621,45.816393,488.9847,True,"101,115,212,214",4,,,,0,0,0,0,0
11680,29,214,640,21.766138,67.109082,491.0128,True,"101,213,215",3,,,,0,0,0,0,0
13864,30,215,640,31.186367,91.842351,493.3785,True,214,1,,,313,0,0,0,0,0
14741,62,502,640,32.262532,4.852401,493.683,False,503,1,75.0,515.0,114,0,0,0,0,0
16883,63,503,640,23.583241,30.245026,491.4211,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21580,64,504,640,11.356223,51.987875,489.2265,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23529,65,505,640,-2.328815,71.872611,488.5553,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1104,1,101,641,35.127061,48.241807,494.5192,True,"102,115,213,214",4,,,,0,0,0,0,0
2991,2,102,641,32.246302,76.920823,493.6784,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4076,3,103,641,23.55447,102.30274,491.4145,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5118,15,115,641,31.205045,19.909146,493.3838,True,"101,213",2,,,114,0,0,4864,4,4864
6280,27,212,641,-4.546573,26.072426,488.639,True,213,1,,,211,0,0,0,0,0
8335,28,213,641,9.206356,45.865655,488.9882,True,"101,115,212,214",4,,,,0,0,24320,20,24320
11681,29,214,641,21.796326,67.165219,491.0194,True,"101,213,215",3,,,,0,0,0,0,0
13865,30,215,641,31.205045,91.909146,493.3838,True,214,1,,,313,0,0,0,0,0
14742,62,502,641,32.246302,4.920823,493.6784,False,503,1,75.0,515.0,114,0,0,0,0,0
16884,63,503,641,23.55447,30.30274,491.4145,False,"502,504",2,75.0,515.0,114,0,0,9728,8,9728
21581,64,504,641,11.321032,52.037859,489.2222,False,"102,503,505",3,75.0,515.0,,0,0,6080,5,6080
23530,65,505,641,-2.365481,71.920612,488.5562,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1105,1,101,642,35.128513,48.31521,494.5196,True,"102,115,213,214",4,,,,0,0,2432,2,2432
2992,2,102,642,32.230031,76.989219,493.6737,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4077,3,103,642,23.525675,102.360427,491.4078,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5122,15,115,642,31.223684,19.975969,493.389,True,"101,213",2,,,114,0,0,12160,10,12160
6281,27,212,642,-4.51008,26.120663,488.6372,True,213,1,,,211,0,0,0,0,0
8355,28,213,642,9.242083,45.914927,488.9918,True,"101,115,212,214",4,,,,0,0,14592,12,14592
11682,29,214,642,21.826491,67.221381,491.0259,True,"101,213,215",3,,,,0,0,8512,7,8512
13866,30,215,642,31.223684,91.975969,493.389,True,214,1,,,313,0,0,0,0,0
14743,62,502,642,32.230031,4.989219,493.6737,False,503,1,75.0,515.0,114,0,0,0,0,0
16892,63,503,642,23.525675,30.360427,491.4078,False,"502,504",2,75.0,515.0,114,0,0,6080,5,6080
21586,64,504,642,11.285831,52.087831,489.2179,False,"102,503,505",3,75.0,515.0,,0,0,4864,4,4864
23531,65,505,642,-2.402145,71.968616,488.5572,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1107,1,101,643,35.129917,48.388615,494.5201,True,"102,115,213,214",4,,,,0,0,0,0,0
2993,2,102,643,32.213718,77.057589,493.6691,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4078,3,103,643,23.496855,102.418088,491.4011,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5132,15,115,643,31.242284,20.042819,493.3942,True,"101,213",2,,,114,0,0,0,0,0
6282,27,212,643,-4.473583,26.168895,488.6354,True,213,1,,,211,0,0,0,0,0
8367,28,213,643,9.277802,45.96421,488.9954,True,"101,115,212,214",4,,,,0,0,0,0,0
11689,29,214,643,21.856635,67.277568,491.0325,True,"101,213,215",3,,,,0,0,0,0,0
13867,30,215,643,31.242284,92.042819,493.3942,True,214,1,,,313,0,0,0,0,0
14744,62,502,643,32.213718,5.057589,493.6691,False,503,1,75.0,515.0,114,0,0,0,0,0
16897,63,503,643,23.496855,30.418088,491.4011,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21590,64,504,643,11.250621,52.13779,489.2137,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23532,65,505,643,-2.438808,72.016622,488.5581,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1108,1,101,644,35.13127,48.462023,494.5205,True,"102,115,213,214",4,,,,0,0,4864,4,4864
2994,2,102,644,32.197364,77.125933,493.6644,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4079,3,103,644,23.46801,102.475722,491.3945,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5133,15,115,644,31.260845,20.109698,493.3994,True,"101,213",2,,,114,0,0,13376,11,13376
6283,27,212,644,-4.437082,26.217122,488.6336,True,213,1,,,211,0,0,0,0,0
8368,28,213,644,9.313513,46.013504,488.999,True,"101,115,212,214",4,,,,0,0,4864,4,4864
11690,29,214,644,21.886756,67.33378,491.0391,True,"101,213,215",3,,,,0,0,2432,2,2432
13868,30,215,644,31.260845,92.109698,493.3994,True,214,1,,,313,0,0,0,0,0
14745,62,502,644,32.197364,5.125933,493.6644,False,503,1,75.0,515.0,114,0,0,0,0,0
16898,63,503,644,23.46801,30.475722,491.3945,False,"502,504",2,75.0,515.0,114,0,0,7296,6,7296
21591,64,504,644,11.2154,52.187735,489.2094,False,"102,503,505",3,75.0,515.0,,0,0,4864,4,4864
23533,65,505,644,-2.475468,72.064631,488.5591,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1112,1,101,645,35.132575,48.535433,494.5208,True,"102,115,213,214",4,,,,0,0,0,0,0
2995,2,102,645,32.180968,77.194251,493.6597,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4080,3,103,645,23.439141,102.533329,491.3878,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5144,15,115,645,31.279366,20.176604,493.4046,True,"101,213",2,,,114,0,0,7296,6,7296
6284,27,212,645,-4.400578,26.265344,488.6319,True,213,1,,,211,0,0,0,0,0
8372,28,213,645,9.349216,46.062808,489.0026,True,"101,115,212,214",4,,,,0,0,19456,16,19456
11692,29,214,645,21.916855,67.390017,491.0457,True,"101,213,215",3,,,,0,0,7296,6,7296
13869,30,215,645,31.279366,92.176604,493.4046,True,214,1,,,313,0,0,0,0,0
14746,62,502,645,32.180968,5.194251,493.6597,False,503,1,75.0,515.0,114,0,0,0,0,0
16904,63,503,645,23.439141,30.533329,491.3878,False,"502,504",2,75.0,515.0,114,0,0,12160,10,12160
21595,64,504,645,11.18017,52.237667,489.2052,False,"102,503,505",3,75.0,515.0,,0,0,3648,3,3648
23534,65,505,645,-2.512126,72.112643,488.5601,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1113,1,101,646,35.133829,48.608846,494.5212,True,"102,115,213,214",4,,,,0,0,2432,2,2432
2996,2,102,646,32.164531,77.262543,493.655,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4081,3,103,646,23.410248,102.590909,491.3811,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5150,15,115,646,31.297848,20.243537,493.4098,True,"101,213",2,,,114,0,0,0,0,0
6285,27,212,646,-4.364069,26.313561,488.6301,True,213,1,,,211,0,0,0,0,0
8388,28,213,646,9.384911,46.112124,489.0062,True,"101,115,212,214",4,,,,0,0,0,0,0
11698,29,214,646,21.946932,67.44628,491.0523,True,"101,213,215",3,,,,0,0,0,0,0
13870,30,215,646,31.297848,92.243537,493.4098,True,214,1,,,313,0,0,0,0,0
14747,62,502,646,32.164531,5.262543,493.655,False,503,1,75.0,515.0,114,0,0,0,0,0
16914,63,503,646,23.410248,30.590909,491.3811,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21598,64,504,646,11.144929,52.287587,489.201,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23535,65,505,646,-2.548782,72.160658,488.5612,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1115,1,101,647,35.135034,48.682261,494.5216,True,"102,115,213,214",4,,,,0,0,0,0,0
2997,2,102,647,32.148052,77.33081,493.6503,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4082,3,103,647,23.38133,102.648462,491.3745,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5151,15,115,647,31.31629,20.310499,493.415,True,"101,213",2,,,114,0,0,12160,10,12160
6286,27,212,647,-4.327557,26.361772,488.6284,True,213,1,,,211,0,0,0,0,0
8389,28,213,647,9.420598,46.16145,489.0098,True,"101,115,212,214",4,,,,0,0,20672,17,20672
11699,29,214,647,21.976986,67.502568,491.0588,True,"101,213,215",3,,,,0,0,8512,7,8512
13871,30,215,647,31.31629,92.310499,493.415,True,214,1,,,313,0,0,0,0,0
14748,62,502,647,32.148052,5.33081,493.6503,False,503,1,75.0,515.0,114,0,0,0,0,0
16915,63,503,647,23.38133,30.648462,491.3745,False,"502,504",2,75.0,515.0,114,0,0,14592,12,14592
21599,64,504,647,11.109679,52.337493,489.1967,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23536,65,505,647,-2.585435,72.208676,488.5622,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1116,1,101,648,35.13619,48.755678,494.5219,True,"102,115,213,214",4,,,,0,0,2432,2,2432
2998,2,102,648,32.131532,77.39905,493.6456,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4083,3,103,648,23.352387,102.705989,491.3678,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5161,15,115,648,31.334694,20.377488,493.4202,True,"101,213",2,,,114,0,0,4864,4,4864
6287,27,212,648,-4.291042,26.409979,488.6266,True,213,1,,,211,0,0,0,0,0
8406,28,213,648,9.456276,46.210788,489.0135,True,"101,115,212,214",4,,,,0,0,10944,9,10944
11706,29,214,648,22.007018,67.558882,491.0654,True,"101,213,215",3,,,,0,0,2432,2,2432
13872,30,215,648,31.334694,92.377488,493.4202,True,214,1,,,313,0,0,0,0,0
14749,62,502,648,32.131532,5.39905,493.6456,False,503,1,75.0,515.0,114,0,0,0,0,0
16927,63,503,648,23.352387,30.705989,491.3678,False,"502,504",2,75.0,515.0,114,0,0,4864,4,4864
21600,64,504,648,11.074419,52.387387,489.1925,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23537,65,505,648,-2.622087,72.256696,488.5633,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1118,1,101,649,35.137296,48.829097,494.5223,True,"102,115,213,214",4,,,,0,0,0,0,0
2999,2,102,649,32.11497,77.467264,493.6409,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4084,3,103,649,23.32342,102.763489,491.3612,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5165,15,115,649,31.353057,20.444504,493.4253,True,"101,213",2,,,114,0,0,0,0,0
6288,27,212,649,-4.254522,26.458181,488.6249,True,213,1,,,211,0,0,0,0,0
8415,28,213,649,9.491947,46.260136,489.0171,True,"101,115,212,214",4,,,,0,0,0,0,0
11708,29,214,649,22.037028,67.61522,491.072,True,"101,213,215",3,,,,0,0,0,0,0
13873,30,215,649,31.353057,92.444504,493.4253,True,214,1,,,313,0,0,0,0,0
14750,62,502,649,32.11497,5.467264,493.6409,False,503,1,75.0,515.0,114,0,0,0,0,0
16931,63,503,649,23.32342,30.763489,491.3612,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21601,64,504,649,11.039149,52.437267,489.1884,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23538,65,505,649,-2.658736,72.30472,488.5643,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1119,1,101,650,35.138352,48.902519,494.5226,True,"102,115,213,214",4,,,,0,0,2432,2,2432
3000,2,102,650,32.098367,77.535453,493.6362,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4085,3,103,650,23.294429,102.820963,491.3545,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5166,15,115,650,31.371382,20.511548,493.4305,True,"101,213",2,,,114,0,0,7296,6,7296
6289,27,212,650,-4.218,26.506378,488.6232,True,213,1,,,211,0,0,0,0,0
8416,28,213,650,9.527609,46.309495,489.0208,True,"101,115,212,214",4,,,,0,0,3648,3,3648
11709,29,214,650,22.067015,67.671585,491.0786,True,"101,213,215",3,,,,0,0,12160,10,12160
13874,30,215,650,31.371382,92.511548,493.4305,True,214,1,,,313,0,0,0,0,0
14751,62,502,650,32.098367,5.535453,493.6362,False,503,1,75.0,515.0,114,0,0,0,0,0
16932,63,503,650,23.294429,30.820963,491.3545,False,"502,504",2,75.0,515.0,114,0,0,13376,11,13376
21602,64,504,650,11.00387,52.487135,489.1842,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23539,65,505,650,-2.695384,72.352747,488.5654,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1121,1,101,651,35.139359,48.975942,494.5229,True,"102,115,213,214",4,,,,0,0,2432,2,2432
3001,2,102,651,32.081723,77.603615,493.6314,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4086,3,103,651,23.265414,102.878409,491.3479,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5172,15,115,651,31.389667,20.57862,493.4356,True,"101,213",2,,,114,0,0,8512,7,8512
6290,27,212,651,-4.181473,26.554569,488.6215,True,213,1,,,211,0,0,0,0,0
8419,28,213,651,9.563262,46.358866,489.0245,True,"101,115,212,214",4,,,,0,0,7296,6,7296
11719,29,214,651,22.09698,67.727974,491.0852,True,"101,213,215",3,,,,0,0,0,0,0
13875,30,215,651,31.389667,92.57862,493.4356,True,214,1,,,313,0,0,0,0,0
14752,62,502,651,32.081723,5.603615,493.6314,False,503,1,75.0,515.0,114,0,0,0,0,0
16943,63,503,651,23.265414,30.878409,491.3479,False,"502,504",2,75.0,515.0,114,0,0,9728,8,9728
21603,64,504,651,10.968581,52.53699,489.18,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23540,65,505,651,-2.732029,72.400777,488.5665,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1123,1,101,652,35.140316,49.049367,494.5232,True,"102,115,213,214",4,,,,0,0,0,0,0
3002,2,102,652,32.065038,77.671751,493.6267,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4087,3,103,652,23.236374,102.93583,491.3412,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5179,15,115,652,31.407912,20.645719,493.4407,True,"101,213",2,,,114,0,0,0,0,0
6291,27,212,652,-4.144943,26.602757,488.6199,True,213,1,,,211,0,0,0,0,0
8425,28,213,652,9.598908,46.408247,489.0282,True,"101,115,212,214",4,,,,0,0,0,0,0
11720,29,214,652,22.126922,67.784389,491.0918,True,"101,213,215",3,,,,0,0,2432,2,2432
13876,30,215,652,31.407912,92.645719,493.4407,True,214,1,,,313,0,0,0,0,0
14753,62,502,652,32.065038,5.671751,493.6267,False,503,1,75.0,515.0,114,0,0,0,0,0
16951,63,503,652,23.236374,30.93583,491.3412,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21604,64,504,652,10.933282,52.586832,489.1759,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23541,65,505,652,-2.768671,72.44881,488.5676,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1124,1,101,653,35.141224,49.122794,494.5234,True,"102,115,213,214",4,,,,0,0,2432,2,2432
3003,2,102,653,32.048311,77.73986,493.6219,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4088,3,103,653,23.20731,102.993223,491.3345,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5180,15,115,653,31.426118,20.712845,493.4459,True,"101,213",2,,,114,0,0,4864,4,4864
6292,27,212,653,-4.10841,26.650939,488.6182,True,213,1,,,211,0,0,0,0,0
8426,28,213,653,9.634545,46.45764,489.0319,True,"101,115,212,214",4,,,,0,0,3648,3,3648
11722,29,214,653,22.156841,67.84083,491.0984,True,"101,213,215",3,,,,0,0,0,0,0
13877,30,215,653,31.426118,92.712845,493.4459,True,214,1,,,313,0,0,0,0,0
14754,62,502,653,32.048311,5.73986,493.6219,False,503,1,75.0,515.0,114,0,0,0,0,0
16952,63,503,653,23.20731,30.993223,491.3345,False,"502,504",2,75.0,515.0,114,0,0,7296,6,7296
21605,64,504,653,10.897974,52.636661,489.1717,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23542,65,505,653,-2.805311,72.496846,488.5687,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1126,1,101,654,35.142082,49.196223,494.5237,True,"102,115,213,214",4,,,,0,0,0,0,0
3004,2,102,654,32.031544,77.807944,493.6172,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4089,3,103,654,23.178222,103.050591,491.3279,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5184,15,115,654,31.444284,20.779999,493.451,True,"101,213",2,,,114,0,0,4864,4,4864
6293,27,212,654,-4.071873,26.699116,488.6166,True,213,1,,,211,0,0,0,0,0
8429,28,213,654,9.670174,46.507044,489.0356,True,"101,115,212,214",4,,,,0,0,18240,15,18240
11723,29,214,654,22.186739,67.897296,491.105,True,"101,213,215",3,,,,0,0,7296,6,7296
13878,30,215,654,31.444284,92.779999,493.451,True,214,1,,,313,0,0,0,0,0
14755,62,502,654,32.031544,5.807944,493.6172,False,503,1,75.0,515.0,114,0,0,0,0,0
16958,63,503,654,23.178222,31.050591,491.3279,False,"502,504",2,75.0,515.0,114,0,0,14592,12,14592
21606,64,504,654,10.862656,52.686478,489.1676,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23543,65,505,654,-2.841949,72.544886,488.5699,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1127,1,101,655,35.142891,49.269653,494.5239,True,"102,115,213,214",4,,,,0,0,2432,2,2432
3005,2,102,655,32.014735,77.876001,493.6124,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4090,3,103,655,23.14911,103.107931,491.3212,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5188,15,115,655,31.46241,20.84718,493.4561,True,"101,213",2,,,114,0,0,0,0,0
6294,27,212,655,-4.035332,26.747289,488.6149,True,213,1,,,211,0,0,0,0,0
8444,28,213,655,9.705794,46.556459,489.0393,True,"101,115,212,214",4,,,,0,0,0,0,0
11729,29,214,655,22.216613,67.953788,491.1116,True,"101,213,215",3,,,,0,0,0,0,0
13879,30,215,655,31.46241,92.84718,493.4561,True,214,1,,,313,0,0,0,0,0
14756,62,502,655,32.014735,5.876001,493.6124,False,503,1,75.0,515.0,114,0,0,0,0,0
16970,63,503,655,23.14911,31.107931,491.3212,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21607,64,504,655,10.827329,52.736282,489.1635,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23544,65,505,655,-2.878585,72.592929,488.571,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1129,1,101,656,35.14365,49.343085,494.5241,True,"102,115,213,214",4,,,,0,0,2432,2,2432
3006,2,102,656,31.997885,77.944032,493.6076,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4091,3,103,656,23.119974,103.165246,491.3146,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5189,15,115,656,31.480497,20.914389,493.4612,True,"101,213",2,,,114,0,0,2432,2,2432
6295,27,212,656,-3.998788,26.795458,488.6133,True,213,1,,,211,0,0,0,0,0
8445,28,213,656,9.741406,46.605885,489.043,True,"101,115,212,214",4,,,,0,0,4864,4,4864
11730,29,214,656,22.246465,68.010305,491.1182,True,"101,213,215",3,,,,0,0,12160,10,12160
13880,30,215,656,31.480497,92.914389,493.4612,True,214,1,,,313,0,0,0,0,0
14757,62,502,656,31.997885,5.944032,493.6076,False,503,1,75.0,515.0,114,0,0,0,0,0
16971,63,503,656,23.119974,31.165246,491.3146,False,"502,504",2,75.0,515.0,114,0,0,14592,12,14592
21608,64,504,656,10.791992,52.786074,489.1593,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23545,65,505,656,-2.915218,72.640975,488.5722,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1131,1,101,657,35.144359,49.416518,494.5244,True,"102,115,213,214",4,,,,0,0,0,0,0
3007,2,102,657,31.980994,78.012037,493.6028,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4092,3,103,657,23.090814,103.222533,491.3079,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5191,15,115,657,31.498543,20.981625,493.4663,True,"101,213",2,,,114,0,0,0,0,0
6296,27,212,657,-3.962241,26.843621,488.6117,True,213,1,,,211,0,0,0,0,0
8449,28,213,657,9.777009,46.655323,489.0468,True,"101,115,212,214",4,,,,0,0,0,0,0
11740,29,214,657,22.276294,68.066848,491.1248,True,"101,213,215",3,,,,0,0,0,0,0
13881,30,215,657,31.498543,92.981625,493.4663,True,214,1,,,313,0,0,0,0,0
14758,62,502,657,31.980994,6.012037,493.6028,False,503,1,75.0,515.0,114,0,0,0,0,0
16983,63,503,657,23.090814,31.222533,491.3079,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
21609,64,504,657,10.756645,52.835853,489.1552,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23546,65,505,657,-2.951848,72.689024,488.5734,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1132,1,101,658,35.145019,49.489952,494.5246,True,"102,115,213,214",4,,,,0,0,2432,2,2432
3008,2,102,658,31.964062,78.080015,493.598,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4093,3,103,658,23.06163,103.279795,491.3013,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5192,15,115,658,31.51655,21.048889,493.4713,True,"101,213",2,,,114,0,0,7296,6,7296
6297,27,212,658,-3.925691,26.89178,488.6102,True,213,1,,,211,0,0,0,0,0
8450,28,213,658,9.812604,46.704772,489.0506,True,"101,115,212,214",4,,,,0,0,0,0,0
11741,29,214,658,22.3061,68.123416,491.1314,True,"101,213,215",3,,,,0,0,2432,2,2432
13882,30,215,658,31.51655,93.048889,493.4713,True,214,1,,,313,0,0,0,0,0
14759,62,502,658,31.964062,6.080015,493.598,False,503,1,75.0,515.0,114,0,0,0,0,0
16984,63,503,658,23.06163,31.279795,491.3013,False,"502,504",2,75.0,515.0,114,0,0,4864,4,4864
21610,64,504,658,10.721289,52.88562,489.1512,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23547,65,505,658,-2.988477,72.737077,488.5746,False,504,1,75.0,515.0,"311,312",0,0,0,0,0
1134,1,101,659,35.145629,49.563388,494.5247,True,"102,115,213,214",4,,,,0,0,0,0,0
3009,2,102,659,31.947089,78.147967,493.5932,False,"101,103,504",3,14.0,114.0,,0,0,0,0,0
4094,3,103,659,23.032422,103.33703,491.2946,False,102,1,14.0,114.0,"312,313",0,0,0,0,0
5198,15,115,659,31.534518,21.116179,493.4764,True,"101,213",2,,,114,0,0,0,0,0
6298,27,212,659,-3.889137,26.939935,488.6086,True,213,1,,,211,0,0,0,0,0
8451,28,213,659,9.84819,46.754232,489.0543,True,"101,115,212,214",4,,,,0,0,0,0,0
11743,29,214,659,22.335883,68.18001,491.138,True,"101,213,215",3,,,,0,0,0,0,0
